SOURCE_ID,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,ruwe,nu_eff_used_in_astrometry,pseudocolour,ecl_lat,astrometric_excess_noise,astrometric_excess_noise_sig,visibility_periods_used,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,phot_bp_rp_excess_factor,phot_g_mean_flux,duplicated_source,l,b
4472832130942575872,269.44850252543836,0.026238996535539627,4.739420051112412,0.02904352732002735,546.975939730948,0.04011635482311249,13634.7373046875,1.084850549697876,1.2571804523468018,,28.177507323577927,0.204818457365036,21.04514503479004,17,8.193974494934082,9.791788101196289,6.9580912590026855,2.8336968421936035,1.480380654335022,9939325.698686432,False,31.049417957939717,14.08660366802383
